IMSI,MRTime,traj_id,Longitude,Latitude,Num_connected,RNCID_1,CellID_1,AsuLevel_1,SignalLevel_1,RSSI_1,RNCID_2,CellID_2,AsuLevel_2,SignalLevel_2,RSSI_2,RNCID_3,CellID_3,AsuLevel_3,SignalLevel_3,RSSI_3,RNCID_4,CellID_4,AsuLevel_4,SignalLevel_4,RSSI_4,RNCID_5,CellID_5,AsuLevel_5,SignalLevel_5,RSSI_5,RNCID_6,CellID_6,AsuLevel_6,SignalLevel_6,RSSI_6,RNCID_7,CellID_7,AsuLevel_7,SignalLevel_7,RSSI_7
460012796993062,1.50759581634e+12,0,121.2136505,31.29180104,7,6188,26051,31,4,-51,6188,27394,22,4,-69,6188.0,27377.0,24.0,4.0,-65.0,6188.0,27393.0,21.0,4.0,-71.0,6182.0,41155.0,16.0,4.0,-81.0,6188.0,26049.0,17.0,4.0,-79.0,6182.0,44754.0,15.0,4.0,-83.0
460012796993062,1.50759582141e+12,0,121.2136922,31.29183562,7,6188,26051,27,4,-59,6188,27394,22,4,-69,6188.0,27377.0,26.0,4.0,-61.0,6188.0,27393.0,19.0,4.0,-75.0,6182.0,41155.0,15.0,4.0,-83.0,6188.0,26049.0,17.0,4.0,-79.0,6182.0,44754.0,14.0,4.0,-85.0
460012796993062,1.50759582668e+12,0,121.2136895,31.2918418,7,6188,26051,24,4,-65,6188,27394,19,4,-75,6188.0,27377.0,23.0,4.0,-67.0,6188.0,27393.0,18.0,4.0,-77.0,6182.0,41155.0,13.0,4.0,-87.0,6188.0,26049.0,15.0,4.0,-83.0,6182.0,44754.0,13.0,4.0,-87.0
460012796993062,1.50759583174e+12,0,121.2136839,31.29184524,7,6188,26051,25,4,-63,6188,27394,17,4,-79,6188.0,27377.0,23.0,4.0,-67.0,6188.0,27393.0,16.0,4.0,-81.0,6182.0,41155.0,11.0,3.0,-91.0,6188.0,26049.0,14.0,4.0,-85.0,6182.0,41139.0,11.0,3.0,-91.0
460012796993062,1.50759583692e+12,0,121.2136839,31.29184524,6,6188,26051,26,4,-61,6188,27394,16,4,-81,6188.0,27377.0,21.0,4.0,-71.0,6188.0,27393.0,14.0,4.0,-85.0,6182.0,41155.0,10.0,3.0,-93.0,6188.0,26049.0,11.0,3.0,-91.0,,,,,
460011670515939,1.50926469709e+12,1,121.2158051,31.28950141,7,6188,20865,9,3,-95,6182,13698,10,3,-93,6188.0,27394.0,9.0,3.0,-95.0,6188.0,26051.0,9.0,3.0,-95.0,6188.0,27361.0,15.0,4.0,-83.0,6182.0,41139.0,14.0,4.0,-85.0,6188.0,27378.0,10.0,3.0,-93.0
460011670515939,1.50926469923e+12,1,121.2158051,31.28950141,7,6188,20865,10,3,-93,6182,13698,9,3,-95,6188.0,27394.0,9.0,3.0,-95.0,6188.0,26051.0,8.0,3.0,-97.0,6188.0,27361.0,14.0,4.0,-85.0,6182.0,41139.0,13.0,4.0,-87.0,6188.0,27378.0,11.0,3.0,-91.0
460011670515939,1.50926473325e+12,2,121.2158051,31.28950141,5,6188,25105,15,4,-83,6182,41139,14,4,-85,6188.0,27378.0,13.0,4.0,-87.0,6188.0,27394.0,10.0,3.0,-93.0,0.0,-1.0,10.0,3.0,-93.0,,,,,,,,,,
460011670515939,1.50926473539e+12,2,121.2093179,31.2843806,5,6188,25105,15,4,-83,6182,41139,15,4,-83,6188.0,27378.0,13.0,4.0,-87.0,6188.0,27394.0,10.0,3.0,-93.0,0.0,-1.0,11.0,3.0,-91.0,,,,,,,,,,
460011670515939,1.50926473753e+12,2,121.2093178,31.28433619,5,6188,25105,15,4,-83,6182,41139,15,4,-83,6188.0,27378.0,13.0,4.0,-87.0,6188.0,27394.0,12.0,4.0,-89.0,0.0,-1.0,11.0,3.0,-91.0,,,,,,,,,,
460011670515939,1.50926473968e+12,2,121.2092819,31.28430747,4,6188,25105,14,4,-85,6182,41139,16,4,-81,6188.0,27378.0,15.0,4.0,-83.0,6188.0,27394.0,12.0,4.0,-89.0,,,,,,,,,,,,,,,
460011670515939,1.50926474184e+12,2,121.2092148,31.28430609,5,6188,25105,13,4,-87,6182,41139,16,4,-81,6188.0,27378.0,15.0,4.0,-83.0,6188.0,27394.0,15.0,4.0,-83.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926474397e+12,2,121.209168,31.28424647,5,6188,25105,12,4,-89,6182,41139,16,4,-81,6188.0,27378.0,18.0,4.0,-77.0,6188.0,27394.0,15.0,4.0,-83.0,0.0,-1.0,14.0,4.0,-85.0,,,,,,,,,,
460011670515939,1.50926474587e+12,2,121.2091038,31.28417274,5,6188,25105,11,3,-91,6182,41139,17,4,-79,6188.0,27378.0,18.0,4.0,-77.0,6188.0,27394.0,18.0,4.0,-77.0,0.0,-1.0,14.0,4.0,-85.0,,,,,,,,,,
460011670515939,1.509264748e+12,2,121.2090618,31.28409733,5,6188,27378,10,3,-93,6182,41139,16,4,-81,6188.0,27378.0,21.0,4.0,-71.0,6188.0,27394.0,18.0,4.0,-77.0,0.0,-1.0,15.0,4.0,-83.0,,,,,,,,,,
460011670515939,1.50926475015e+12,2,121.2089817,31.28391689,3,6188,27378,22,4,-69,6182,41139,16,4,-81,0.0,-1.0,15.0,4.0,-83.0,,,,,,,,,,,,,,,,,,,,
460011670515939,1.50926475231e+12,2,121.2089638,31.28389679,4,6188,27378,22,4,-69,6182,41139,16,4,-81,6188.0,27395.0,16.0,4.0,-81.0,0.0,-1.0,13.0,4.0,-87.0,,,,,,,,,,,,,,,
460011670515939,1.50926475444e+12,2,121.2089338,31.28381354,5,6188,27378,23,4,-67,6182,41139,14,4,-85,6188.0,27395.0,16.0,4.0,-81.0,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,18.0,4.0,-77.0,,,,,,,,,,
460011670515939,1.5092647566e+12,2,121.208975,31.28374804,7,6188,27378,25,4,-63,6182,41139,14,4,-85,6188.0,27395.0,16.0,4.0,-81.0,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,19.0,4.0,-75.0,6182.0,13698.0,17.0,4.0,-79.0,0.0,-1.0,13.0,4.0,-87.0
460011670515939,1.50926475876e+12,2,121.20904,31.2836782,7,6188,27378,27,4,-59,6182,41139,14,4,-85,6188.0,27395.0,16.0,4.0,-81.0,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,19.0,4.0,-75.0,6182.0,13698.0,16.0,4.0,-81.0,0.0,-1.0,13.0,4.0,-87.0
460011670515939,1.50926476089e+12,2,121.2092786,31.28355925,7,6188,27378,28,4,-57,6182,41139,14,4,-85,6188.0,27395.0,18.0,4.0,-77.0,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,20.0,4.0,-73.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0
460011670515939,1.50926476304e+12,2,121.2092786,31.28355925,6,6188,27378,29,4,-55,6188,27395,18,4,-77,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,20.0,4.0,-73.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926476388e+12,2,121.2093509,31.28345593,6,6188,27378,29,4,-55,6188,27395,18,4,-77,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,20.0,4.0,-73.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926476496e+12,2,121.2093509,31.28345593,6,6188,27378,29,4,-55,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.509264766e+12,2,121.2093982,31.28340438,6,6188,27378,29,4,-55,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926476711e+12,2,121.2093982,31.28340438,6,6188,27378,27,4,-59,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926476814e+12,2,121.2094945,31.28331896,6,6188,27378,27,4,-59,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926476922e+12,2,121.2094945,31.28331896,6,6188,27378,24,4,-65,6188,27395,20,4,-73,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926477029e+12,2,121.2096235,31.28322493,6,6188,27378,24,4,-65,6188,27395,20,4,-73,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,16.0,4.0,-81.0,6188.0,27379.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926477136e+12,2,121.2096235,31.28322493,7,6188,27378,21,4,-71,6188,27395,20,4,-73,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,15.0,4.0,-83.0,6188.0,27379.0,14.0,4.0,-85.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926477245e+12,2,121.20973,31.2831575,7,6188,27378,21,4,-71,6188,27395,20,4,-73,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,22.0,4.0,-69.0,6182.0,13698.0,15.0,4.0,-83.0,6188.0,27379.0,14.0,4.0,-85.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926477352e+12,2,121.20973,31.2831575,7,6188,27378,19,4,-75,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,15.0,4.0,-83.0,6188.0,27379.0,13.0,4.0,-87.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926477458e+12,2,121.209801,31.2830699,7,6188,27378,19,4,-75,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,15.0,4.0,-83.0,6188.0,27379.0,13.0,4.0,-87.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926477593e+12,2,121.209801,31.2830699,6,6188,27378,18,4,-77,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,14.0,4.0,-85.0,0.0,-1.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926477674e+12,2,121.2098647,31.28299994,6,6188,27378,18,4,-77,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,14.0,4.0,-85.0,0.0,-1.0,14.0,4.0,-85.0,,,,,
460011670515939,1.50926477781e+12,2,121.2098647,31.28299994,7,6188,27378,18,4,-77,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,14.0,4.0,-85.0,0.0,-1.0,13.0,4.0,-87.0,0.0,-1.0,15.0,4.0,-83.0
460011670515939,1.5092647789e+12,2,121.2099741,31.28293289,7,6188,27378,18,4,-77,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,14.0,4.0,-85.0,0.0,-1.0,13.0,4.0,-87.0,0.0,-1.0,15.0,4.0,-83.0
460011670515939,1.50926478103e+12,2,121.2100531,31.2828718,7,6188,27378,18,4,-77,6188,27395,19,4,-75,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,21.0,4.0,-71.0,6182.0,13698.0,14.0,4.0,-85.0,0.0,-1.0,13.0,4.0,-87.0,0.0,-1.0,15.0,4.0,-83.0
460011670515939,1.50926478188e+12,2,121.2100531,31.2828718,3,6188,27395,13,4,-87,6188,27394,19,4,-75,0.0,-1.0,13.0,4.0,-87.0,,,,,,,,,,,,,,,,,,,,
460011670515939,1.50926478292e+12,2,121.2101676,31.28278943,3,6188,27395,13,4,-87,6188,27394,19,4,-75,0.0,-1.0,13.0,4.0,-87.0,,,,,,,,,,,,,,,,,,,,
460011670515939,1.50926478405e+12,2,121.2101676,31.28278943,2,6188,27395,13,4,-87,6188,27394,17,4,-79,,,,,,,,,,,,,,,,,,,,,,,,,
460011670515939,1.50926478506e+12,2,121.210263,31.28272468,2,6188,27395,13,4,-87,6188,27394,17,4,-79,,,,,,,,,,,,,,,,,,,,,,,,,
460011670515939,1.50926478614e+12,2,121.210263,31.28272468,4,6188,27395,12,4,-89,6188,27394,17,4,-79,0.0,-1.0,19.0,4.0,-75.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,,,,,,
460011670515939,1.50926478721e+12,2,121.2103622,31.28266179,4,6188,27395,12,4,-89,6188,27394,17,4,-79,0.0,-1.0,19.0,4.0,-75.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,,,,,,
460011670515939,1.50926478828e+12,2,121.2103622,31.28266179,4,6188,27395,11,3,-91,6188,27394,15,4,-83,6188.0,27378.0,19.0,4.0,-75.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,,,,,,
460011670515939,1.50926478937e+12,2,121.2104627,31.28259424,4,6188,27395,11,3,-91,6188,27394,15,4,-83,6188.0,27378.0,19.0,4.0,-75.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,,,,,,
460011670515939,1.50926479044e+12,2,121.2104627,31.28259424,5,6188,27395,11,3,-91,6188,27394,15,4,-83,6188.0,27378.0,19.0,4.0,-75.0,6188.0,26051.0,13.0,4.0,-87.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479151e+12,2,121.2105643,31.28253585,5,6188,27395,11,3,-91,6188,27394,15,4,-83,6188.0,27378.0,19.0,4.0,-75.0,6188.0,26051.0,13.0,4.0,-87.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479259e+12,2,121.2105643,31.28253585,5,6188,27395,11,3,-91,6188,27394,14,4,-85,6188.0,27378.0,19.0,4.0,-75.0,6188.0,26051.0,13.0,4.0,-87.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479366e+12,2,121.2106572,31.282463,5,6188,27395,11,3,-91,6188,27394,14,4,-85,6188.0,27378.0,19.0,4.0,-75.0,6188.0,26051.0,13.0,4.0,-87.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479473e+12,2,121.2106572,31.282463,5,6188,27378,18,4,-77,6188,26051,13,4,-87,0.0,-1.0,12.0,4.0,-89.0,0.0,-1.0,11.0,3.0,-91.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479581e+12,2,121.2107368,31.28240378,5,6188,27378,18,4,-77,6188,26051,13,4,-87,0.0,-1.0,12.0,4.0,-89.0,0.0,-1.0,11.0,3.0,-91.0,0.0,-1.0,12.0,4.0,-89.0,,,,,,,,,,
460011670515939,1.50926479689e+12,2,121.2107368,31.28240378,6,6188,27378,20,4,-73,6188,26051,13,4,-87,6188.0,25763.0,12.0,4.0,-89.0,0.0,-1.0,12.0,4.0,-89.0,6182.0,13698.0,12.0,4.0,-89.0,0.0,-1.0,12.0,4.0,-89.0,,,,,
460011670515939,1.50926479771e+12,2,121.2109149,31.28231145,6,6188,27378,20,4,-73,6188,26051,13,4,-87,6188.0,25763.0,12.0,4.0,-89.0,0.0,-1.0,12.0,4.0,-89.0,6182.0,13698.0,12.0,4.0,-89.0,0.0,-1.0,12.0,4.0,-89.0,,,,,
460011670515939,1.5092647988e+12,2,121.2109149,31.28231145,4,6188,27378,22,4,-69,6188,26051,14,4,-85,0.0,-1.0,12.0,4.0,-89.0,6188.0,27394.0,13.0,4.0,-87.0,,,,,,,,,,,,,,,
460011670515939,1.50926479984e+12,2,121.2109899,31.28225603,4,6188,27378,22,4,-69,6188,26051,14,4,-85,0.0,-1.0,12.0,4.0,-89.0,6188.0,27394.0,13.0,4.0,-87.0,,,,,,,,,,,,,,,
460011670515939,1.50926480091e+12,2,121.2109899,31.28225603,7,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,15.0,4.0,-83.0,6188.0,41119.0,12.0,4.0,-89.0,6182.0,41139.0,13.0,4.0,-87.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926480198e+12,2,121.2111017,31.28219829,7,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,15.0,4.0,-83.0,6188.0,41119.0,12.0,4.0,-89.0,6182.0,41139.0,13.0,4.0,-87.0,0.0,-1.0,14.0,4.0,-85.0
460011670515939,1.50926480307e+12,2,121.2111017,31.28219829,7,6188,27378,22,4,-69,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,15.0,4.0,-83.0,6188.0,41119.0,12.0,4.0,-89.0,6182.0,41139.0,12.0,4.0,-89.0,6188.0,25105.0,14.0,4.0,-85.0
460011670515939,1.50926480413e+12,2,121.2112059,31.28215189,7,6188,27378,22,4,-69,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,15.0,4.0,-83.0,6188.0,41119.0,12.0,4.0,-89.0,6182.0,41139.0,12.0,4.0,-89.0,6188.0,25105.0,14.0,4.0,-85.0
460011670515939,1.50926480521e+12,2,121.2112059,31.28215189,6,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,41119.0,12.0,4.0,-89.0,6188.0,25105.0,15.0,4.0,-83.0,,,,,
460011670515939,1.50926480629e+12,2,121.211378,31.28206276,6,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,41119.0,12.0,4.0,-89.0,6188.0,25105.0,15.0,4.0,-83.0,,,,,
460011670515939,1.50926480735e+12,2,121.211378,31.28206276,6,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,41119.0,13.0,4.0,-87.0,6188.0,25105.0,15.0,4.0,-83.0,,,,,
460011670515939,1.50926480842e+12,2,121.2114218,31.28204361,6,6188,27378,23,4,-67,6188,26051,14,4,-85,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,41119.0,13.0,4.0,-87.0,6188.0,25105.0,15.0,4.0,-83.0,,,,,
460011670515939,1.50926480951e+12,2,121.2114218,31.28204361,6,6188,27378,23,4,-67,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481058e+12,2,121.2115671,31.2820009,6,6188,27378,23,4,-67,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,16.0,4.0,-81.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481165e+12,2,121.2115671,31.2820009,6,6188,27378,23,4,-67,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481273e+12,2,121.2116914,31.28196301,6,6188,27378,23,4,-67,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481362e+12,2,121.2116914,31.28196301,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,15.0,4.0,-83.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481487e+12,2,121.211804,31.2819204,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,15.0,4.0,-83.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481596e+12,2,121.211804,31.2819204,6,6188,27378,25,4,-63,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,15.0,4.0,-83.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481678e+12,2,121.2118911,31.28190913,6,6188,27378,25,4,-63,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,17.0,4.0,-79.0,6188.0,25105.0,15.0,4.0,-83.0,6188.0,25763.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481785e+12,2,121.2118911,31.28190913,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,19.0,4.0,-75.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926481891e+12,2,121.2119852,31.28191026,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,19.0,4.0,-75.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926482001e+12,2,121.2119852,31.28191026,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,20.0,4.0,-73.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926482105e+12,2,121.2121152,31.28190462,6,6188,27378,24,4,-65,6188,26051,13,4,-87,0.0,-1.0,14.0,4.0,-85.0,6188.0,27394.0,20.0,4.0,-73.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,,,,,
460011670515939,1.50926482212e+12,2,121.2121152,31.28190462,7,6188,27378,25,4,-63,6188,26051,12,4,-89,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,20.0,4.0,-73.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,6188.0,25763.0,13.0,4.0,-87.0
460011670515939,1.50926482321e+12,2,121.2122377,31.2819133,7,6188,27378,25,4,-63,6188,26051,12,4,-89,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,20.0,4.0,-73.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,6188.0,25763.0,13.0,4.0,-87.0
460011670515939,1.50926482427e+12,2,121.2122377,31.2819133,7,6188,27378,24,4,-65,6188,26051,12,4,-89,0.0,-1.0,13.0,4.0,-87.0,6188.0,27394.0,21.0,4.0,-71.0,6188.0,25105.0,16.0,4.0,-81.0,6188.0,27377.0,13.0,4.0,-87.0,6188.0,25763.0,13.0,4.0,-87.0
